rating_id,ride_id,user_rating,driver_rating,feedback_text
RT_92190,R_92190,4.6,3.8,
RT_92193,R_92193,4.9,4.4,
RT_92194,R_92194,4.3,4.0,
RT_92196,R_92196,4.4,4.0,
RT_92197,R_92197,3.8,4.9,
RT_92198,R_92198,4.9,4.2,
RT_92199,R_92199,4.4,4.0,
RT_92200,R_92200,4.7,3.5,
RT_92201,R_92201,4.7,3.6,
RT_92202,R_92202,3.8,4.4,
RT_92207,R_92207,3.8,3.5,
RT_92209,R_92209,5.0,5.0,
RT_92210,R_92210,3.7,4.9,
RT_92211,R_92211,4.7,4.8,
RT_92213,R_92213,3.7,4.6,
RT_92216,R_92216,4.1,3.7,
RT_92220,R_92220,4.4,3.8,
RT_92221,R_92221,4.5,4.1,
RT_92222,R_92222,4.7,3.9,
RT_92225,R_92225,5.0,4.7,
RT_92226,R_92226,3.9,4.8,
RT_92227,R_92227,4.6,3.6,
RT_92228,R_92228,4.9,4.5,
RT_92233,R_92233,4.8,3.9,
RT_92234,R_92234,3.6,4.4,
RT_92235,R_92235,4.9,4.8,
RT_92236,R_92236,4.3,4.4,
RT_92237,R_92237,4.9,3.8,
RT_92239,R_92239,4.3,4.4,
RT_92240,R_92240,4.4,3.9,
RT_92241,R_92241,4.3,3.7,
RT_92242,R_92242,4.9,4.6,
RT_92244,R_92244,4.9,5.0,
RT_92245,R_92245,4.7,4.6,
RT_92246,R_92246,4.3,4.5,
RT_92248,R_92248,4.8,4.7,
RT_92249,R_92249,4.8,4.2,
RT_92250,R_92250,5.0,4.2,
RT_92252,R_92252,3.8,4.1,
RT_92253,R_92253,4.0,4.0,
RT_92254,R_92254,3.8,4.0,
RT_92256,R_92256,4.7,4.1,
RT_92257,R_92257,4.9,3.8,
RT_92258,R_92258,4.8,3.6,
RT_92259,R_92259,4.4,3.7,
RT_92260,R_92260,4.6,4.4,
RT_92261,R_92261,4.6,4.7,
RT_92262,R_92262,4.7,4.8,
RT_92263,R_92263,4.0,4.0,
RT_92264,R_92264,3.9,4.8,
RT_92265,R_92265,4.1,4.0,
RT_92267,R_92267,4.7,4.8,
RT_92268,R_92268,4.7,4.7,
RT_92270,R_92270,4.4,3.8,
RT_92271,R_92271,3.6,4.1,
RT_92272,R_92272,4.7,4.6,
RT_92273,R_92273,4.7,4.2,
RT_92274,R_92274,4.0,4.2,
RT_92275,R_92275,3.8,5.0,
RT_92278,R_92278,4.1,4.4,
RT_92279,R_92279,3.6,4.5,
RT_92280,R_92280,4.8,4.7,
RT_92283,R_92283,4.7,4.8,
RT_92284,R_92284,4.8,4.1,
RT_92285,R_92285,4.1,4.6,
RT_92286,R_92286,4.6,4.9,
RT_92287,R_92287,3.8,3.5,
RT_92289,R_92289,4.9,4.6,
RT_92292,R_92292,3.5,4.9,
RT_92293,R_92293,4.4,3.9,
RT_92295,R_92295,3.5,4.8,
RT_92296,R_92296,3.9,3.5,
RT_92297,R_92297,4.3,4.4,
RT_92298,R_92298,4.6,4.8,
RT_92299,R_92299,4.6,4.3,
RT_92302,R_92302,3.7,4.8,
RT_92304,R_92304,4.5,4.4,
RT_92305,R_92305,4.8,4.2,
RT_92307,R_92307,4.1,4.7,
RT_92308,R_92308,4.1,3.7,
RT_92309,R_92309,4.9,4.9,
RT_92310,R_92310,4.7,4.9,
RT_92311,R_92311,4.8,4.6,
RT_92312,R_92312,4.9,3.5,
RT_92314,R_92314,4.6,5.0,
RT_92315,R_92315,4.3,4.4,
RT_92316,R_92316,4.3,3.9,
RT_92317,R_92317,4.3,5.0,
RT_92320,R_92320,4.3,4.7,
RT_92321,R_92321,4.5,4.7,
RT_92322,R_92322,3.6,3.6,
RT_92326,R_92326,4.6,4.3,
RT_92328,R_92328,5.0,4.5,
RT_92333,R_92333,5.0,4.0,
RT_92335,R_92335,3.6,4.1,
RT_92337,R_92337,4.0,3.8,
RT_92338,R_92338,4.2,3.7,
RT_92339,R_92339,4.2,4.1,
RT_92340,R_92340,5.0,4.4,
RT_92341,R_92341,4.7,3.7,
RT_92342,R_92342,3.6,3.8,
RT_92343,R_92343,4.2,3.7,
RT_92345,R_92345,4.6,4.0,
RT_92346,R_92346,3.9,4.0,
RT_92348,R_92348,4.0,3.9,
RT_92350,R_92350,4.8,3.8,
RT_92351,R_92351,3.8,3.9,
RT_92352,R_92352,3.5,4.0,
RT_92353,R_92353,4.9,3.6,
RT_92355,R_92355,4.2,4.9,
RT_92357,R_92357,4.2,4.8,
RT_92358,R_92358,4.4,4.3,
RT_92360,R_92360,4.5,4.1,
RT_92361,R_92361,5.0,3.8,
RT_92362,R_92362,4.7,3.9,
RT_92363,R_92363,5.0,3.6,
RT_92364,R_92364,3.8,4.6,
RT_92365,R_92365,4.9,4.4,
RT_92366,R_92366,4.2,4.0,
RT_92367,R_92367,4.6,4.8,
RT_92368,R_92368,4.3,3.6,
RT_92369,R_92369,3.8,3.6,
RT_92370,R_92370,4.7,4.8,
RT_92371,R_92371,4.0,4.6,
RT_92372,R_92372,3.9,3.8,
RT_92373,R_92373,4.3,3.9,
RT_92375,R_92375,5.0,4.2,
RT_92377,R_92377,4.8,3.7,
RT_92378,R_92378,4.1,4.6,
RT_92379,R_92379,3.9,4.9,
RT_92380,R_92380,3.5,3.9,
RT_92381,R_92381,3.6,4.3,
RT_92382,R_92382,4.4,4.1,
RT_92384,R_92384,4.5,4.4,
RT_92385,R_92385,3.7,3.7,
RT_92386,R_92386,3.5,3.8,
RT_92387,R_92387,4.5,4.7,
RT_92388,R_92388,4.8,4.7,
RT_92391,R_92391,4.7,4.7,
RT_92392,R_92392,4.9,3.8,
RT_92394,R_92394,3.7,4.9,
RT_92395,R_92395,3.7,4.0,
RT_92396,R_92396,4.7,4.8,
RT_92399,R_92399,4.9,4.1,
RT_92400,R_92400,4.3,3.9,
RT_92402,R_92402,4.2,4.4,
RT_92403,R_92403,4.0,4.7,
RT_92404,R_92404,4.0,4.9,
RT_92406,R_92406,4.8,4.5,
RT_92407,R_92407,4.9,3.9,
RT_92409,R_92409,5.0,4.0,
RT_92410,R_92410,4.4,4.4,
RT_92411,R_92411,4.7,3.9,
RT_92412,R_92412,4.0,3.6,
RT_92413,R_92413,4.4,4.3,
RT_92414,R_92414,4.3,4.1,
RT_92416,R_92416,4.7,3.7,
RT_92417,R_92417,4.7,3.5,
RT_92421,R_92421,3.6,5.0,
RT_92422,R_92422,5.0,3.7,
RT_92423,R_92423,3.8,4.6,
RT_92424,R_92424,3.6,4.6,
RT_92425,R_92425,3.7,4.1,
RT_92426,R_92426,4.7,4.7,
RT_92427,R_92427,3.6,4.9,
RT_92428,R_92428,4.6,3.9,
RT_92430,R_92430,4.4,3.7,
RT_92431,R_92431,4.1,4.3,
RT_92432,R_92432,4.1,4.5,
RT_92433,R_92433,4.9,3.7,
RT_92436,R_92436,4.8,4.5,
RT_92437,R_92437,4.9,3.9,
RT_92438,R_92438,4.3,4.3,
RT_92439,R_92439,3.6,3.6,
RT_92440,R_92440,4.7,4.5,
RT_92442,R_92442,3.7,4.8,
RT_92445,R_92445,4.0,3.6,
RT_92447,R_92447,4.7,4.9,
RT_92448,R_92448,4.1,3.7,
RT_92449,R_92449,4.9,4.2,
RT_92450,R_92450,4.9,4.4,
RT_92451,R_92451,4.1,4.4,
RT_92452,R_92452,3.7,4.7,
RT_92453,R_92453,4.0,3.8,
RT_92454,R_92454,4.0,4.5,
RT_92455,R_92455,5.0,4.5,
RT_92456,R_92456,4.6,4.8,
RT_92457,R_92457,4.0,4.1,
RT_92459,R_92459,4.6,4.9,
RT_92460,R_92460,4.8,3.6,
RT_92461,R_92461,3.9,4.7,
RT_92463,R_92463,4.7,4.3,
RT_92464,R_92464,4.4,4.4,
RT_92465,R_92465,4.1,5.0,
RT_92468,R_92468,3.6,4.6,
RT_92469,R_92469,3.5,4.6,
RT_92470,R_92470,4.8,3.8,
RT_92471,R_92471,3.5,5.0,
RT_92472,R_92472,4.7,4.4,
RT_92473,R_92473,3.6,4.4,
RT_92476,R_92476,4.0,4.5,
RT_92482,R_92482,4.3,4.5,
RT_92483,R_92483,4.2,3.5,
RT_92484,R_92484,4.7,3.7,
RT_92485,R_92485,3.8,4.4,
RT_92486,R_92486,4.8,4.1,
RT_92489,R_92489,4.2,4.9,
RT_92491,R_92491,4.1,3.8,
RT_92493,R_92493,4.1,4.6,
RT_92494,R_92494,4.5,4.0,
RT_92495,R_92495,4.3,3.7,
RT_92498,R_92498,4.8,3.8,
RT_92499,R_92499,3.8,4.5,
RT_92500,R_92500,4.4,4.9,
RT_92502,R_92502,4.9,4.6,
RT_92503,R_92503,3.7,3.6,
RT_92504,R_92504,4.1,4.1,
RT_92505,R_92505,3.8,4.0,
RT_92506,R_92506,4.0,4.0,
RT_92507,R_92507,3.7,3.8,
RT_92508,R_92508,4.0,4.6,
RT_92509,R_92509,4.7,3.9,
RT_92510,R_92510,4.0,4.7,
RT_92511,R_92511,4.1,3.7,
RT_92512,R_92512,3.7,5.0,
RT_92513,R_92513,4.1,4.7,
RT_92515,R_92515,3.8,4.7,
RT_92519,R_92519,5.0,4.5,
RT_92520,R_92520,3.8,4.6,
RT_92522,R_92522,4.9,4.7,
RT_92523,R_92523,4.6,3.5,
RT_92524,R_92524,3.8,4.8,
RT_92525,R_92525,3.6,4.7,
RT_92526,R_92526,3.7,3.7,
RT_92527,R_92527,4.6,4.4,
RT_92531,R_92531,4.6,3.6,
RT_92532,R_92532,3.5,4.4,
RT_92533,R_92533,3.8,4.9,
RT_92534,R_92534,3.8,4.0,
RT_92537,R_92537,4.4,3.8,
RT_92538,R_92538,4.0,3.8,
RT_92539,R_92539,3.7,4.6,
RT_92540,R_92540,4.4,5.0,
RT_92542,R_92542,4.2,4.8,
RT_92544,R_92544,3.9,4.2,
RT_92545,R_92545,4.9,4.4,
RT_92546,R_92546,4.2,4.6,
RT_92547,R_92547,3.6,4.3,
RT_92548,R_92548,3.8,4.6,
RT_92549,R_92549,5.0,3.6,
RT_92550,R_92550,3.6,4.8,
RT_92551,R_92551,4.7,5.0,
RT_92552,R_92552,5.0,4.8,
RT_92553,R_92553,4.6,4.5,
RT_92555,R_92555,5.0,4.3,
RT_92556,R_92556,4.9,4.2,
RT_92557,R_92557,5.0,3.9,
RT_92558,R_92558,3.9,4.1,
RT_92562,R_92562,4.9,4.4,
RT_92565,R_92565,3.6,4.2,
RT_92566,R_92566,3.8,3.9,
RT_92567,R_92567,4.8,4.6,
RT_92568,R_92568,3.5,4.3,
RT_92569,R_92569,4.3,3.8,
RT_92571,R_92571,4.3,4.6,
RT_92572,R_92572,3.5,3.8,
RT_92573,R_92573,4.1,4.8,
RT_92574,R_92574,4.3,3.9,
RT_92575,R_92575,4.6,4.8,
RT_92577,R_92577,3.9,4.7,
RT_92579,R_92579,4.2,4.8,
RT_92580,R_92580,4.2,3.7,
RT_92582,R_92582,3.7,3.9,
RT_92583,R_92583,5.0,3.8,
RT_92586,R_92586,4.5,4.2,
RT_92587,R_92587,4.0,4.0,
RT_92588,R_92588,3.9,5.0,
RT_92589,R_92589,4.2,4.6,
RT_92591,R_92591,4.4,3.9,
RT_92592,R_92592,4.1,3.8,
RT_92593,R_92593,3.5,4.8,
RT_92595,R_92595,4.2,4.7,
RT_92597,R_92597,4.7,4.1,
RT_92598,R_92598,4.3,4.0,
RT_92599,R_92599,3.7,3.7,
RT_92600,R_92600,4.6,3.8,
RT_92601,R_92601,3.7,4.5,
RT_92602,R_92602,4.8,4.0,
RT_92603,R_92603,4.3,4.4,
RT_92606,R_92606,4.4,4.3,
RT_92607,R_92607,3.6,4.8,
RT_92609,R_92609,4.9,4.3,
RT_92611,R_92611,3.6,4.3,
RT_92612,R_92612,3.5,4.9,
RT_92613,R_92613,3.6,5.0,
RT_92614,R_92614,4.2,4.2,
RT_92615,R_92615,3.6,4.1,
RT_92616,R_92616,4.0,4.5,
RT_92617,R_92617,4.9,4.4,
RT_92618,R_92618,3.7,4.2,
RT_92620,R_92620,4.0,4.6,
RT_92621,R_92621,3.6,4.7,
RT_92622,R_92622,3.8,4.9,
RT_92623,R_92623,3.5,3.6,
RT_92624,R_92624,4.8,3.7,
RT_92625,R_92625,4.5,4.2,
RT_92626,R_92626,4.0,4.6,
RT_92628,R_92628,4.1,4.7,
RT_92629,R_92629,3.8,4.5,
RT_92630,R_92630,4.9,4.7,
RT_92631,R_92631,4.2,3.5,
RT_92632,R_92632,4.5,4.4,
RT_92633,R_92633,4.4,4.5,
RT_92634,R_92634,4.7,3.5,
RT_92635,R_92635,4.1,4.6,
RT_92638,R_92638,4.5,4.0,
RT_92640,R_92640,4.6,4.7,
RT_92641,R_92641,4.5,3.9,
RT_92642,R_92642,4.4,3.5,
RT_92643,R_92643,3.6,5.0,
RT_92646,R_92646,3.7,4.2,
RT_92648,R_92648,3.9,4.8,
RT_92650,R_92650,4.6,3.6,
RT_92651,R_92651,4.6,3.9,
RT_92652,R_92652,3.5,4.7,
RT_92653,R_92653,4.9,4.8,
RT_92654,R_92654,3.5,3.5,
RT_92655,R_92655,4.6,4.1,
RT_92657,R_92657,3.8,4.1,
RT_92658,R_92658,3.8,4.7,
RT_92659,R_92659,4.8,3.6,
RT_92660,R_92660,4.1,3.8,
RT_92661,R_92661,4.6,4.8,
RT_92663,R_92663,4.2,3.5,
RT_92664,R_92664,4.6,4.7,
RT_92667,R_92667,4.6,3.7,
RT_92669,R_92669,4.2,3.8,
RT_92672,R_92672,3.6,4.7,
RT_92673,R_92673,4.3,4.0,
RT_92674,R_92674,5.0,4.1,
RT_92675,R_92675,3.9,4.5,
RT_92676,R_92676,4.4,4.1,
RT_92677,R_92677,4.6,4.5,
RT_92679,R_92679,4.5,3.7,
RT_92680,R_92680,4.9,3.9,
RT_92681,R_92681,3.9,4.4,
RT_92682,R_92682,4.7,4.2,
RT_92683,R_92683,4.3,4.2,
RT_92684,R_92684,4.7,4.6,
RT_92685,R_92685,4.7,4.1,
RT_92688,R_92688,3.5,4.6,
RT_92690,R_92690,3.8,3.6,
RT_92691,R_92691,4.2,4.9,
RT_92692,R_92692,4.9,4.1,
RT_92693,R_92693,4.6,3.7,
RT_92694,R_92694,4.3,4.1,
RT_92696,R_92696,4.0,4.7,
RT_92697,R_92697,3.8,4.3,
RT_92699,R_92699,4.5,4.8,
RT_92701,R_92701,4.8,3.8,
RT_92702,R_92702,3.7,5.0,
RT_92704,R_92704,4.5,4.7,
RT_92705,R_92705,3.6,3.6,
RT_92707,R_92707,5.0,3.5,
RT_92710,R_92710,3.8,3.6,
RT_92713,R_92713,3.5,4.4,
RT_92714,R_92714,4.4,4.3,
RT_92715,R_92715,5.0,3.9,
RT_92716,R_92716,4.7,4.2,
RT_92717,R_92717,3.7,3.8,
RT_92720,R_92720,4.5,4.5,
RT_92721,R_92721,3.7,4.9,
RT_92723,R_92723,3.7,3.7,
RT_92724,R_92724,4.2,3.6,
RT_92725,R_92725,4.6,4.0,
RT_92726,R_92726,3.8,4.9,
RT_92727,R_92727,3.5,3.8,
RT_92728,R_92728,3.5,4.7,
RT_92732,R_92732,3.9,3.9,
RT_92734,R_92734,4.3,3.8,
RT_92736,R_92736,3.9,3.7,
RT_92739,R_92739,4.6,4.4,
RT_92741,R_92741,4.7,4.6,
RT_92743,R_92743,4.3,4.2,
RT_92745,R_92745,3.9,5.0,
RT_92747,R_92747,4.8,4.1,
RT_92748,R_92748,3.9,4.7,
RT_92751,R_92751,3.9,4.1,
RT_92755,R_92755,3.9,4.3,
RT_92756,R_92756,3.8,3.8,
RT_92759,R_92759,4.1,3.7,
RT_92760,R_92760,3.9,4.3,
RT_92764,R_92764,4.9,4.1,
RT_92765,R_92765,3.7,4.1,
RT_92767,R_92767,3.6,4.7,
RT_92768,R_92768,4.6,4.6,
RT_92770,R_92770,4.3,4.0,
RT_92771,R_92771,3.8,5.0,
RT_92772,R_92772,4.0,4.8,
RT_92774,R_92774,4.3,4.4,
RT_92775,R_92775,4.3,4.0,
RT_92777,R_92777,4.2,3.9,
RT_92778,R_92778,3.9,3.5,
RT_92779,R_92779,4.0,3.7,
RT_92780,R_92780,3.5,4.9,
RT_92781,R_92781,4.3,3.5,
RT_92782,R_92782,5.0,5.0,
RT_92783,R_92783,4.5,4.4,
RT_92785,R_92785,4.9,3.7,
RT_92787,R_92787,4.4,4.6,
RT_92788,R_92788,4.5,4.8,
RT_92789,R_92789,4.2,4.0,
RT_92790,R_92790,4.7,4.3,
RT_92791,R_92791,4.0,4.9,
RT_92792,R_92792,4.0,4.3,
RT_92795,R_92795,3.8,3.6,
RT_92796,R_92796,4.0,4.4,
RT_92797,R_92797,4.9,4.3,
RT_92799,R_92799,4.4,4.2,
RT_92801,R_92801,3.9,4.3,
RT_92802,R_92802,4.1,4.8,
RT_92804,R_92804,4.8,3.6,
RT_92805,R_92805,3.9,3.8,
RT_92806,R_92806,4.1,4.6,
RT_92810,R_92810,4.1,4.8,
RT_92813,R_92813,4.4,4.2,
RT_92814,R_92814,4.6,3.7,
RT_92815,R_92815,4.2,4.5,
RT_92816,R_92816,3.6,3.6,
RT_92817,R_92817,4.7,3.9,
RT_92818,R_92818,3.9,4.0,
RT_92819,R_92819,4.0,4.3,
RT_92820,R_92820,4.2,3.6,
RT_92821,R_92821,4.9,3.7,
RT_92822,R_92822,3.7,3.7,
RT_92823,R_92823,4.0,3.7,
RT_92825,R_92825,3.7,4.0,
RT_92826,R_92826,4.2,3.7,
RT_92827,R_92827,4.3,4.4,
RT_92828,R_92828,4.6,3.9,
RT_92830,R_92830,5.0,4.3,
RT_92832,R_92832,4.9,5.0,
RT_92834,R_92834,4.3,3.7,
RT_92835,R_92835,3.8,4.5,
RT_92837,R_92837,4.3,3.8,
RT_92838,R_92838,3.6,3.6,
RT_92840,R_92840,3.7,5.0,
RT_92841,R_92841,4.6,4.0,
RT_92842,R_92842,4.4,4.1,
RT_92843,R_92843,4.9,3.8,
RT_92844,R_92844,4.6,4.5,
RT_92846,R_92846,4.0,4.1,
RT_92847,R_92847,4.2,4.6,
RT_92848,R_92848,3.7,4.1,
RT_92850,R_92850,3.9,4.8,
RT_92851,R_92851,4.3,3.9,
RT_92852,R_92852,4.5,4.1,
RT_92856,R_92856,3.8,4.2,
RT_92857,R_92857,4.7,4.3,
RT_92860,R_92860,4.8,4.4,
RT_92861,R_92861,3.7,4.5,
RT_92862,R_92862,3.9,4.0,
RT_92863,R_92863,3.7,3.7,
RT_92864,R_92864,3.5,3.8,
RT_92865,R_92865,4.8,4.3,
RT_92866,R_92866,3.9,4.4,
RT_92867,R_92867,4.3,4.9,
RT_92870,R_92870,5.0,4.7,
RT_92871,R_92871,4.5,4.3,
RT_92872,R_92872,4.0,3.6,
RT_92876,R_92876,4.7,4.3,
RT_92877,R_92877,4.8,3.7,
RT_92881,R_92881,4.7,4.8,
RT_92882,R_92882,4.1,4.7,
RT_92884,R_92884,4.8,4.7,
RT_92887,R_92887,3.5,4.0,
RT_92888,R_92888,4.2,3.8,
RT_92890,R_92890,4.5,4.3,
RT_92891,R_92891,4.8,4.1,
RT_92895,R_92895,4.2,4.0,
RT_92899,R_92899,3.7,4.3,
RT_92900,R_92900,4.4,4.1,
RT_92901,R_92901,4.8,4.1,
RT_92903,R_92903,3.9,4.7,
RT_92904,R_92904,3.5,3.7,
RT_92906,R_92906,4.0,5.0,
RT_92909,R_92909,4.2,4.7,
RT_92911,R_92911,3.7,4.1,
RT_92912,R_92912,3.7,4.5,
RT_92913,R_92913,4.0,4.9,
RT_92917,R_92917,3.5,4.8,
RT_92918,R_92918,5.0,4.7,
RT_92919,R_92919,4.4,4.2,
RT_92920,R_92920,4.5,4.9,
RT_92922,R_92922,4.9,4.6,
RT_92923,R_92923,5.0,4.9,
RT_92925,R_92925,3.5,4.2,
RT_92926,R_92926,4.2,3.6,
RT_92929,R_92929,4.1,4.4,
RT_92930,R_92930,4.8,4.1,
RT_92932,R_92932,4.5,4.6,
RT_92933,R_92933,4.9,4.6,
RT_92934,R_92934,3.8,4.7,
RT_92936,R_92936,4.2,4.4,
RT_92937,R_92937,4.4,4.6,
RT_92938,R_92938,3.7,3.9,
RT_92939,R_92939,3.9,3.7,
RT_92940,R_92940,4.9,4.2,
RT_92941,R_92941,3.8,4.6,
RT_92942,R_92942,4.4,3.8,
RT_92943,R_92943,4.5,3.6,
RT_92944,R_92944,3.9,4.9,
RT_92945,R_92945,4.1,4.5,
RT_92948,R_92948,4.4,3.6,
RT_92949,R_92949,4.1,4.5,
RT_92950,R_92950,4.4,4.0,
RT_92951,R_92951,4.3,4.8,
RT_92952,R_92952,4.3,3.7,
RT_92953,R_92953,3.9,4.7,
RT_92956,R_92956,5.0,4.6,
RT_92957,R_92957,4.8,4.2,
RT_92958,R_92958,4.3,4.7,
RT_92959,R_92959,4.3,4.0,
RT_92960,R_92960,3.7,4.1,
RT_92961,R_92961,4.7,4.7,
RT_92962,R_92962,4.2,4.5,
RT_92964,R_92964,3.8,5.0,
RT_92965,R_92965,3.6,5.0,
RT_92967,R_92967,4.4,4.2,
RT_92969,R_92969,4.9,3.8,
RT_92970,R_92970,4.4,3.8,
RT_92971,R_92971,4.1,5.0,
RT_92972,R_92972,4.4,3.5,
RT_92973,R_92973,3.8,4.1,
RT_92974,R_92974,3.9,4.8,
RT_92975,R_92975,4.7,4.0,
RT_92977,R_92977,3.8,4.2,
RT_92978,R_92978,4.5,4.7,
RT_92979,R_92979,4.6,4.7,
RT_92980,R_92980,4.8,3.8,
RT_92981,R_92981,3.8,4.2,
RT_92982,R_92982,3.9,3.8,
RT_92983,R_92983,3.6,4.1,
RT_92984,R_92984,4.9,4.6,
RT_92985,R_92985,4.1,4.9,
RT_92986,R_92986,3.7,3.7,
RT_92987,R_92987,3.9,3.8,
RT_92988,R_92988,4.6,4.1,
RT_92989,R_92989,4.0,4.8,
RT_92990,R_92990,3.9,4.3,
RT_92991,R_92991,4.6,4.1,
RT_92992,R_92992,4.4,4.2,
RT_92993,R_92993,3.9,4.2,
RT_92994,R_92994,4.7,4.0,
RT_92996,R_92996,3.8,3.8,
RT_92998,R_92998,4.6,4.5,
RT_92999,R_92999,4.7,4.5,
RT_93000,R_93000,3.6,4.7,
RT_93001,R_93001,4.2,4.2,
RT_93002,R_93002,4.4,4.2,
RT_93003,R_93003,5.0,4.3,
RT_93005,R_93005,3.8,4.6,
RT_93006,R_93006,3.6,3.9,
RT_93007,R_93007,4.1,4.6,
RT_93008,R_93008,5.0,4.7,
RT_93009,R_93009,4.9,3.6,
RT_93012,R_93012,4.3,4.0,
RT_93013,R_93013,4.6,3.9,
RT_93015,R_93015,4.9,4.5,
RT_93016,R_93016,3.8,3.6,
RT_93018,R_93018,4.5,4.6,
RT_93021,R_93021,4.9,3.7,
RT_93022,R_93022,5.0,3.8,
RT_93023,R_93023,4.0,4.1,
RT_93026,R_93026,4.8,3.5,
RT_93028,R_93028,4.2,3.9,
RT_93029,R_93029,4.8,3.6,
RT_93030,R_93030,4.5,4.5,
RT_93032,R_93032,4.8,4.7,
RT_93033,R_93033,4.0,4.4,
RT_93034,R_93034,4.9,3.7,
RT_93035,R_93035,4.2,4.4,
RT_93036,R_93036,4.7,3.6,
RT_93037,R_93037,3.6,4.4,
RT_93039,R_93039,4.9,3.9,
RT_93041,R_93041,4.2,3.6,
RT_93043,R_93043,4.3,4.8,
RT_93044,R_93044,4.6,4.3,
RT_93047,R_93047,4.3,4.7,
RT_93048,R_93048,4.8,3.9,
RT_93049,R_93049,4.3,4.3,
RT_93050,R_93050,4.4,3.6,
RT_93051,R_93051,4.6,4.9,
RT_93052,R_93052,4.8,4.5,
RT_93053,R_93053,4.0,4.1,
RT_93055,R_93055,4.3,4.9,
RT_93058,R_93058,4.2,3.5,
RT_93060,R_93060,4.5,4.0,
RT_93061,R_93061,4.1,4.5,
RT_93063,R_93063,4.6,4.7,
RT_93067,R_93067,3.6,3.7,
RT_93068,R_93068,3.6,4.1,
RT_93070,R_93070,4.7,3.9,
RT_93071,R_93071,4.9,4.2,
RT_93073,R_93073,4.6,4.9,
RT_93074,R_93074,4.9,3.8,
RT_93079,R_93079,3.5,4.9,
RT_93080,R_93080,4.1,4.2,
RT_93081,R_93081,4.1,4.3,
RT_93082,R_93082,4.0,4.1,
RT_93084,R_93084,5.0,4.1,
RT_93085,R_93085,4.3,4.7,
RT_93087,R_93087,4.7,4.4,
RT_93088,R_93088,4.0,4.4,
RT_93090,R_93090,4.1,4.4,
RT_93091,R_93091,3.7,4.6,
RT_93092,R_93092,4.0,4.1,
RT_93094,R_93094,3.9,4.0,
RT_93095,R_93095,4.8,4.4,
RT_93096,R_93096,4.9,4.5,
RT_93098,R_93098,4.3,4.5,
RT_93100,R_93100,4.7,4.7,
RT_93102,R_93102,4.8,4.1,
RT_93103,R_93103,4.6,3.7,
RT_93104,R_93104,4.9,5.0,
RT_93105,R_93105,3.8,5.0,
RT_93108,R_93108,4.6,4.4,
RT_93110,R_93110,3.9,4.4,
RT_93111,R_93111,4.1,4.5,
RT_93113,R_93113,4.2,4.2,
RT_93114,R_93114,4.2,3.9,
RT_93116,R_93116,4.5,4.7,
RT_93117,R_93117,4.6,4.7,
RT_93118,R_93118,4.3,4.1,
RT_93119,R_93119,4.6,4.8,
RT_93123,R_93123,4.6,4.4,
RT_93124,R_93124,4.2,4.8,
RT_93125,R_93125,4.8,4.5,
RT_93127,R_93127,4.4,4.2,
RT_93128,R_93128,4.7,3.8,
RT_93130,R_93130,3.6,3.6,
RT_93132,R_93132,3.7,3.9,
RT_93134,R_93134,3.8,4.5,
RT_93136,R_93136,4.8,4.1,
RT_93141,R_93141,5.0,3.8,
RT_93142,R_93142,4.2,4.6,
RT_93143,R_93143,3.5,4.1,
RT_93144,R_93144,3.8,4.2,
RT_93145,R_93145,4.9,3.8,
RT_93146,R_93146,4.3,4.3,
RT_93147,R_93147,4.1,4.1,
RT_93150,R_93150,4.5,4.7,
RT_93151,R_93151,4.1,3.8,
RT_93152,R_93152,4.9,5.0,
RT_93153,R_93153,4.5,4.3,
RT_93154,R_93154,4.7,4.3,
RT_93155,R_93155,5.0,3.6,
RT_93157,R_93157,3.6,4.8,
RT_93158,R_93158,4.1,4.5,
RT_93160,R_93160,3.7,4.2,
RT_93161,R_93161,4.5,4.3,
RT_93162,R_93162,4.7,4.2,
RT_93164,R_93164,3.7,4.6,
RT_93167,R_93167,3.6,3.7,
RT_93168,R_93168,4.0,4.3,
RT_93169,R_93169,5.0,3.8,
RT_93170,R_93170,4.3,3.6,
RT_93173,R_93173,5.0,3.6,
RT_93174,R_93174,4.0,4.0,
RT_93176,R_93176,3.9,4.1,
RT_93177,R_93177,4.4,4.3,
RT_93179,R_93179,4.1,3.9,
RT_93180,R_93180,4.1,3.8,
RT_93182,R_93182,4.1,4.0,
RT_93184,R_93184,4.9,4.2,
RT_93185,R_93185,4.3,4.6,
RT_93186,R_93186,3.8,4.8,
RT_93187,R_93187,3.7,3.8,
RT_93191,R_93191,4.0,4.6,
RT_93195,R_93195,4.3,4.6,
RT_93196,R_93196,3.7,3.8,
RT_93197,R_93197,4.0,4.9,
RT_93200,R_93200,5.0,3.8,
RT_93202,R_93202,4.4,3.6,
RT_93207,R_93207,4.1,4.5,
RT_93208,R_93208,4.3,3.8,
RT_93209,R_93209,4.6,4.2,
RT_93211,R_93211,4.2,3.7,
RT_93212,R_93212,4.3,4.7,
RT_93214,R_93214,4.4,4.6,
RT_93215,R_93215,3.6,3.8,
RT_93217,R_93217,5.0,3.8,
RT_93218,R_93218,4.6,3.9,
RT_93219,R_93219,4.4,4.9,
RT_93220,R_93220,4.3,3.6,
RT_93221,R_93221,4.6,4.6,
RT_93222,R_93222,4.7,3.7,
RT_93223,R_93223,4.0,3.6,
